"","Fraction1_Ctrl_Rep1","Fraction1_RNase_Rep1","Fraction1_Ctrl_Rep2","Fraction1_RNase_Rep2","Fraction1_Ctrl_Rep3","Fraction1_RNase_Rep3","Fraction2_Ctrl_Rep1","Fraction2_RNase_Rep1","Fraction2_Ctrl_Rep2","Fraction2_RNase_Rep2","Fraction2_Ctrl_Rep3","Fraction2_RNase_Rep3","Fraction3_Ctrl_Rep1","Fraction3_RNase_Rep1","Fraction3_Ctrl_Rep2","Fraction3_RNase_Rep2","Fraction3_Ctrl_Rep3","Fraction3_RNase_Rep3","Fraction4_Ctrl_Rep1","Fraction4_RNase_Rep1","Fraction4_Ctrl_Rep2","Fraction4_RNase_Rep2","Fraction4_Ctrl_Rep3","Fraction4_RNase_Rep3","Fraction5_Ctrl_Rep1","Fraction5_RNase_Rep1","Fraction5_Ctrl_Rep2","Fraction5_RNase_Rep2","Fraction5_Ctrl_Rep3","Fraction5_RNase_Rep3","Fraction6_Ctrl_Rep1","Fraction6_RNase_Rep1","Fraction6_Ctrl_Rep2","Fraction6_RNase_Rep2","Fraction6_Ctrl_Rep3","Fraction6_RNase_Rep3","Fraction7_Ctrl_Rep1","Fraction7_RNase_Rep1","Fraction7_Ctrl_Rep2","Fraction7_RNase_Rep2","Fraction7_Ctrl_Rep3","Fraction7_RNase_Rep3","Fraction8_Ctrl_Rep1","Fraction8_RNase_Rep1","Fraction8_Ctrl_Rep2","Fraction8_RNase_Rep2","Fraction8_Ctrl_Rep3","Fraction8_RNase_Rep3","Fraction9_Ctrl_Rep1","Fraction9_RNase_Rep1","Fraction9_Ctrl_Rep2","Fraction9_RNase_Rep2","Fraction9_Ctrl_Rep3","Fraction9_RNase_Rep3","Fraction10_Ctrl_Rep1","Fraction10_RNase_Rep1","Fraction10_Ctrl_Rep2","Fraction10_RNase_Rep2","Fraction10_Ctrl_Rep3","Fraction10_RNase_Rep3","Fraction11_Ctrl_Rep1","Fraction11_RNase_Rep1","Fraction11_Ctrl_Rep2","Fraction11_RNase_Rep2","Fraction11_Ctrl_Rep3","Fraction11_RNase_Rep3","Fraction12_Ctrl_Rep1","Fraction12_RNase_Rep1","Fraction12_Ctrl_Rep2","Fraction12_RNase_Rep2","Fraction12_Ctrl_Rep3","Fraction12_RNase_Rep3","Fraction13_Ctrl_Rep1","Fraction13_RNase_Rep1","Fraction13_Ctrl_Rep2","Fraction13_RNase_Rep2","Fraction13_Ctrl_Rep3","Fraction13_RNase_Rep3","Fraction14_Ctrl_Rep1","Fraction14_RNase_Rep1","Fraction14_Ctrl_Rep2","Fraction14_RNase_Rep2","Fraction14_Ctrl_Rep3","Fraction14_RNase_Rep3","Fraction15_Ctrl_Rep1","Fraction15_RNase_Rep1","Fraction15_Ctrl_Rep2","Fraction15_RNase_Rep2","Fraction15_Ctrl_Rep3","Fraction15_RNase_Rep3","Fraction16_Ctrl_Rep1","Fraction16_RNase_Rep1","Fraction16_Ctrl_Rep2","Fraction16_RNase_Rep2","Fraction16_Ctrl_Rep3","Fraction16_RNase_Rep3","Fraction17_Ctrl_Rep1","Fraction17_RNase_Rep1","Fraction17_Ctrl_Rep2","Fraction17_RNase_Rep2","Fraction17_Ctrl_Rep3","Fraction17_RNase_Rep3","Fraction18_Ctrl_Rep1","Fraction18_RNase_Rep1","Fraction18_Ctrl_Rep2","Fraction18_RNase_Rep2","Fraction18_Ctrl_Rep3","Fraction18_RNase_Rep3","Fraction19_Ctrl_Rep1","Fraction19_RNase_Rep1","Fraction19_Ctrl_Rep2","Fraction19_RNase_Rep2","Fraction19_Ctrl_Rep3","Fraction19_RNase_Rep3","Fraction20_Ctrl_Rep1","Fraction20_RNase_Rep1","Fraction20_Ctrl_Rep2","Fraction20_RNase_Rep2","Fraction20_Ctrl_Rep3","Fraction20_RNase_Rep3","Fraction21_Ctrl_Rep1","Fraction21_RNase_Rep1","Fraction21_Ctrl_Rep2","Fraction21_RNase_Rep2","Fraction21_Ctrl_Rep3","Fraction21_RNase_Rep3","Fraction22_Ctrl_Rep1","Fraction22_RNase_Rep1","Fraction22_Ctrl_Rep2","Fraction22_RNase_Rep2","Fraction22_Ctrl_Rep3","Fraction22_RNase_Rep3","Fraction23_Ctrl_Rep1","Fraction23_RNase_Rep1","Fraction23_Ctrl_Rep2","Fraction23_RNase_Rep2","Fraction23_Ctrl_Rep3","Fraction23_RNase_Rep3","Fraction24_Ctrl_Rep1","Fraction24_RNase_Rep1","Fraction24_Ctrl_Rep2","Fraction24_RNase_Rep2","Fraction24_Ctrl_Rep3","Fraction24_RNase_Rep3","Fraction25_Ctrl_Rep1","Fraction25_RNase_Rep1","Fraction25_Ctrl_Rep2","Fraction25_RNase_Rep2","Fraction25_Ctrl_Rep3","Fraction25_RNase_Rep3"
"NUBP2_HUMAN",1028.7,0,253.77,592.69,420.91,0,2885.7,0,4092.9,262.09,2468.2,4127.1,20549,20390,17890,11222,10845,4773.5,46960,11847,57920,4033.2,27977,59443,32455,17778,14803,9412.6,12190,14390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8602.1,9639.5,3265.1,4912.1,4181,3511.8,9736.6,9400.9,3337.8,2723.9,4259.2,1935.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553.2,641.17,1619.9,0,1351,164.62,852.5,216.1,425.07,0,344.13,0,0,0,0,0,0,0,0,0,0,0,0,0,2030.4,216.83,1538.2,0,375.15,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYL6_HUMAN",0,0,0,0,0,0,2596.8,0,1638.9,346.81,671.04,920.02,14098,11487,13716,8110.1,7358.7,3959.4,4799.5,2878.1,7922.2,727.21,4744.8,14387,11723,20273,15199,6413.5,9509,14330,12734,14431,2667.7,6068.9,13015,22418,90530,89926,76009,74778,85285,91426,134700,132920,86859,48938,67350,79126,96051,97464,46368,18565,31244,32203,99237,98636,51609,16695,57061,31383,55911,53173,27598,25521,26688,15824,77019,87796,38527,24004,40319,21016,85883,51960,25971,18771,20077,9585.5,18905,24306,13955,12723,8997.2,6674.1,23184,13425,18465,6016.5,9049.3,4953.9,18920,12612,16846,8161.4,10214,3566.5,13445,7196.5,13482,4050.8,7907.7,2166.3,12286,4283.1,11959,3024.2,5656.4,1747,7366.7,3526.5,11104,1701.4,6041,2472.6,4439.8,675.02,3357.1,579.31,1792.6,413.91,17121,2773.8,25212,546.45,6475.9,1705.3,19133,3007.3,29714,971.76,5109,3750.8,8511.9,2018.1,14715,512.11,3593.3,1860,20822,4991.3,82927,10941,16555,6335.9,21386,18764,84898,35450,12974,5813.5
"RANB3_HUMAN",0,0,0,0,0,0,5835.7,0,4237.7,541.58,3133.8,5363.9,12696,9471.2,15029,7538.6,15175,3918.4,2840.5,925.14,7080.5,132.86,3445.6,4261.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACADM_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28696,31106,26008,10809,18361,33052,199470,166260,21555,45114,51912,90137,147810,129940,106010,62129,52930,71057,303680,275910,171930,93502,121400,153220,265260,229730,128280,57833,71553,70118,121830,91411,53791,18219,56851,30581,106610,93046,36258,27890,38182,15924,35765,43860,12253,7953.8,14432,6743.3,0,0,0,0,0,0,2357.9,2879,1359.2,1028.7,1085.4,1034.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALK2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5736.3,342.58,11604,0,5704.1,6844.9,3943.3,4839.2,2163.2,2124.3,2071.6,1971.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHLB2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,6256.3,4846.4,5446.5,2272.7,4614.7,2609.6,29488,6139.6,37936,1297.6,24261,50265,5674.7,6694.7,5927,3100.1,3167.9,3986.4,34682,19943,11260,8198.8,15294,39458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCRB1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6967.9,5895.2,5772.9,1752.9,4277.9,3627.1,29111,21672,16671,4830.7,9008.7,10126,20003,6942.7,8691.4,5903.6,9011.4,4925.5,13444,6199.9,4100,2767.5,5531.2,735.77,43388,33208,15328,9507.3,17419,7264.4,24404,11656,6219.8,5074.7,5265.9,1819.8,18894,20020,13249,15033,12213,6063.5,27669,16810,14380,9528.4,11155,6998.8,5280.4,3576.1,3520.1,3686.2,3497.5,1735.4,2346.9,1432.8,1643.1,1302.6,1418.2,237.59,5217.9,2516,3226.2,1655.8,1875.2,1013.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IF4E2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10495,2710.2,20283,593.36,7125.9,33159,16969,15566,10542,3444.6,3467.4,7846.8,57822,57485,6770.8,7040.1,9931.1,41508,31036,35749,24269,5654.6,6493.2,12242,28867,22677,12089,2464.4,8268.1,11468,27365,11765,15838,78.135,2682.3,3033.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPP6_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,2701.9,3082.8,2851.6,1726.6,2569.5,967.47,43375,12640,51526,2770.2,27689,68915,49317,56805,41065,21059,22987,40575,8805.9,7302.7,941.94,2934.5,4423.3,6074.6,10042,11603,5465.4,5244.3,7135.4,8616.3,8220,8544,4228.8,3497.8,4007.4,4732.7,9168.8,7685.2,3573,2227.8,2702.1,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDE6D_HUMAN",363.5,113.95,169.97,0,159.72,127.36,0,0,0,0,0,0,2772.4,3159.4,2539.8,1782.7,2714.3,1123.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUMO1_HUMAN",64154,3363.9,16749,32481,46112,27517,37514,0,24297,6478,19104,32601,38615,42748,35927,19157,34666,13207,19720,9096.6,32585,691.92,22867,35822,34674,54974,48473,16465,26534,31028,20364,22521,4316.8,11505,19538,20919,17956,22797,15949,13644,16758,15128,57835,57122,31394,26189,37226,43234,19658,24324,12155,7527.2,7800.8,11639,18060,11093,7954.7,4108.5,10291,5748.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCRN1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,4720.7,7053.9,4450.4,3243.4,2175,1462.4,55404,11125,70914,2755.3,38913,81060,68390,64603,47651,26563,30968,49720,7735.2,10431,3217.7,3700.6,5476.6,5183.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKZ1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104.9,330.97,900.7,211.28,583.81,149.56,0,0,0,0,0,0,0,0,0,0,0,0,4245.6,32.433,4475.6,0,801.15,0,0,0,0,0,0,0,1193.9,114.42,884.66,0,250.91,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAMP8_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7252.5,3048.1,1993.4,1654.5,2161.2,981.04,6862.1,3842.2,1746.6,1656.3,1585.4,283.36,7209.7,5915.1,2716.8,2355.4,2071.8,739.25,7754.6,2661.7,1798.3,1018.7,1160.5,443.36,1261.4,1561.2,1181.6,979.85,952.93,335.53,0,0,0,0,0,0,3489.1,2009.4,1254.1,1772.1,1434.8,212.53,2964.2,1320.7,1896.9,537.67,1197.3,122.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELOB_HUMAN",0,0,0,0,0,0,54516,0,26998,3549.5,14706,35812,72520,75722,63917,36320,37506,15585,19777,4624.5,40343,918.28,21222,40120,111070,103690,63752,38699,42474,65067,35315,20165,3251.7,8961.3,11448,32434,0,0,0,0,0,0,36360,34325,21995,10864,23190,27027,59829,49184,32963,10338,14949,18961,55613,39837,30806,8502.4,31041,17071,27228,19168,9799.8,5445.5,11132,2728,0,0,0,0,0,0,7427,3520.7,1022.3,1227.4,1440.4,519.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5612,22.459,4207,24.418,914.7,0,7254.6,30.373,5038.8,0,1162.8,142.64,0,0,0,0,0,0,3691.7,923.45,3081.2,1117.6,776.15,109.4
"CQ10B_HUMAN",0,0,0,0,0,0,1665,0,1737.6,267.33,1350.7,2922.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNUT2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234.3,920.73,3903.9,1287.7,3811,13323,0,0,0,0,0,0,0,0,0,0,0,0,14649,24411,8960.4,8292,6031.3,14628,0,0,0,0,0,0,3840.1,7049.9,2216.8,1881.9,2182.9,2878.2,0,0,0,0,0,0,0,0,0,0,0,0,7003.3,5736,1596.3,1391.4,2947.2,1400.8,0,0,0,0,0,0,0,0,0,0,0,0,4093.3,5938.5,2724.9,1772.9,4149.8,2000.5,4676.5,5349.8,4289.1,2621.6,7297.5,1507,7476.3,4339.7,9228.6,2463.1,10413,828.64,15161,3591.9,17327,1271.4,10206,1560.7,4532,973.77,5773.4,253.3,3451.7,414.58,7882.9,1025.7,6062.4,245.38,3536.9,425.4,50952,793.2,40104,13.492,9768.5,394.26,17761,0,9876.2,42.064,1471.2,147.92,18633,0,9015.6,0,2330.3,144.56,14510,1189,7082.8,712.01,4776.5,301.43,10429,2871.5,8776.9,4803.3,3254.1,539.11
"MIC60_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20288,16615,6444.2,6492.3,9752,4316.3,16275,18277,4084.5,3040,7619.4,4496.3,25723,25708,5623.1,8223.9,6195.2,3792.7,9962,17072,5896.4,7070.5,6378.4,4818.3,25744,17477,11784,5263.6,9369.9,6586.2,8246.7,7900,5692.3,2954.1,4421.7,2866.5,3976.2,2775.5,3934.6,852.79,1882.3,768.62,6340.3,3950.5,4507.8,1601.7,2606.1,911.83,4738.8,2408.6,3100.8,248.74,2579,736.27,573.1,0,472.1,0,275.64,0,1942,463.74,1905.9,0,678.38,0,968.57,101.81,592.75,0,156.37,0,570.27,0,622.65,0,179.27,0,363.96,0,261.52,0,208.38,0,457.67,180.38,664.45,149.63,206.73,0
"SMRD2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18100,13664,6211.7,6617.5,7738.2,4870.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549.4,526.93,2878.7,116.05,906.46,141.34,0,0,0,0,0,0,4269.9,220.4,2969.4,0,1416.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPA1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15535,44313,4623.7,32086,7830.6,13888,19655,35927,7028.1,8645.5,9382.3,6209.7,16353,19936,4304.4,7386.8,4797.7,3812.8,2849.9,7399.6,2686.6,3345.2,1734.8,2398.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.94,161.75,624.71,0,408.45,0,439.59,0,254.26,0,128.26,0,1823,42.602,1273.9,100.49,916.41,0,9770.3,586.94,12405,96.62,4741.7,377.35,56395,429.78,47845,221.12,11441,914.13,86347,324.9,61447,68.049,21971,293.71,18743,482.48,10374,516.88,11168,293.83,19377,3272.5,19732,3773.7,8946.3,273.22
"TRI59_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450.2,3345.3,2139.2,1130.4,1956.8,1280.5,2236.2,1514.2,1494.8,1221.4,1159.7,1136.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364.9,208.45,2297.2,70.14,979.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPE_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721.5,1740.6,6951.9,317.23,2866.6,8246.2,6361.6,7592.9,5947.2,2316.9,2351.3,4769.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T2EA_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096.9,4896.2,4035.5,1874.9,2105.9,3355,3756.6,5006.9,1439.6,1947.3,1988.3,2198.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAPD1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20356,19366,14662,9592.4,10032,15762,9126.6,8198.9,4963,1207.8,2340.3,2151.5,6798.4,5677.6,2143.7,2709,3161.5,1839.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP4M1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10312,6862.7,8523.9,4116.7,5017.4,5718.1,0,0,0,0,0,0,10941,7751.2,3621.6,4646.5,5127.4,2843.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIPA_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,7320.6,4701,8316.7,3240.8,9796.5,2843.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SORCN_HUMAN",0,0,0,0,0,0,8895.3,29.552,5586.9,3139.6,5815.9,13719,39636,38088,30470,26822,37160,14398,46231,12697,72022,3226.1,49268,105180,31739,31764,20633,9149.7,13692,20005,31159,32263,3091.2,11080,20818,28113,13880,18245,7883.7,6466.9,7923.2,11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCOR2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,949.08,1018.3,616.71,540.35,1721.3,476.07,6739.1,934.57,11546,521,6813.6,13301,2712.3,5753,2410.8,2524.5,3726.2,4061.5,1648.9,1954.5,515.93,1139.3,1478.3,962.58,0,0,0,0,0,0,4848.6,4967.8,2881.6,2038.6,4227.6,4481.9,0,0,0,0,0,0,6879.7,5520.9,3000.2,3024.9,3484.6,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PP1R7_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15055,3019.2,24545,746.69,11704,28451,24000,27192,28736,10133,12183,18658,18610,24355,3794,9292.2,11724,15742,15435,18585,10161,9342.8,8705.7,11617,11605,12665,5443.4,3546.8,4801,6844.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
